,Residential,Garden,Settlement,BP_BF,year_of_building,length_of_building,new_ins_period,NumberOfWindows_0,NumberOfWindows_1,NumberOfWindows_10,NumberOfWindows_2,NumberOfWindows_3,NumberOfWindows_4,NumberOfWindows_5,NumberOfWindows_6,NumberOfWindows_7,NumberOfWindows_8,NumberOfWindows_9,Building_Type_1,Building_Type_2,Building_Type_3,Building_Type_4
1372,0,1.0,1,1,94.0,69,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1373,0,1.0,1,1,46.0,128,1000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1374,0,1.0,1,1,55.0,38,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1375,1,0.0,0,1,52.0,45,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1376,0,1.0,1,1,2.0,189,1000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1377,0,1.0,1,1,11.0,119,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1378,0,1.0,1,1,83.0,66,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1379,0,1.0,1,1,63.0,72,1000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1380,0,1.0,1,1,53.0,100,465,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1381,0,1.0,1,1,54.0,101,794,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1382,0,1.0,1,1,84.0,111,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1383,0,0.0,0,0,45.0,58,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1384,0,0.0,0,0,44.0,38,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1385,1,1.0,1,1,114.0,114,84,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1386,1,0.0,0,1,42.0,24,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1387,0,0.0,0,0,52.0,97,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1388,0,0.0,0,1,55.0,114,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1389,0,0.0,0,1,32.0,160,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1390,0,0.0,0,1,35.0,160,328,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1391,0,0.0,0,0,32.0,65,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1392,0,0.0,0,0,33.0,65,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1393,0,0.0,0,1,54.0,164,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1394,1,0.0,0,0,53.0,89,747,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1395,0,0.0,0,1,52.0,63,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1396,0,0.0,0,1,56.0,53,997,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1397,1,0.0,0,1,43.0,77,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1398,1,0.0,0,1,54.0,82,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1399,0,0.0,0,1,55.0,90,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1400,0,0.0,0,1,25.0,163,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1401,0,0.0,0,1,33.0,109,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1402,0,1.0,1,1,64.0,57,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1403,0,0.0,0,1,53.0,38,224,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1404,0,0.0,0,1,54.0,84,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1405,0,0.0,0,1,56.0,24,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1406,0,1.0,1,1,52.0,94,1000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1407,0,1.0,1,1,44.0,84,731,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1408,0,0.0,0,1,52.0,88,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1409,0,0.0,0,1,53.0,95,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1410,0,0.0,0,1,55.0,95,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1411,0,0.0,0,1,56.0,95,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1412,0,0.0,0,0,32.0,140,191,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1413,0,1.0,1,1,55.0,104,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1414,0,1.0,1,1,44.0,223,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1415,0,1.0,1,1,4.0,170,1000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1416,0,1.0,1,1,5.0,170,1000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1417,1,1.0,1,1,46.0,48,1000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1418,0,1.0,1,1,62.0,18,1000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1419,0,1.0,1,1,16.0,191,1000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1420,0,1.0,1,1,44.0,95,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1421,0,1.0,1,1,56.0,87,1000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1422,0,0.0,0,0,34.0,48,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1423,0,0.0,0,0,53.0,69,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1424,0,0.0,0,0,52.0,164,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1425,0,0.0,0,1,56.0,100,997,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1426,0,0.0,0,0,54.0,70,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1427,0,0.0,0,1,56.0,72,997,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1428,0,1.0,1,1,44.0,153,1000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1429,0,1.0,1,1,45.0,153,1000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1430,0,0.0,0,1,54.0,87,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1431,0,0.0,0,1,56.0,86,997,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1432,0,0.0,0,1,54.0,94,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1433,0,0.0,0,1,55.0,94,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1434,0,0.0,0,1,54.0,68,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1435,0,0.0,0,1,56.0,68,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1436,0,0.0,0,1,26.0,127,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1437,0,1.0,1,1,45.0,120,1000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1438,1,0.0,0,1,54.0,44,747,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1439,1,0.0,0,1,32.0,20,467,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1440,0,0.0,0,1,33.0,156,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1441,0,1.0,1,1,5.0,77,493,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1442,0,1.0,1,1,55.0,134,1000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1443,0,1.0,1,1,53.0,41,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1444,1,1.0,1,1,104.0,38,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1445,0,1.0,1,1,52.0,140,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1446,0,1.0,1,1,56.0,140,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1447,0,1.0,1,1,1.0,184,1000,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1448,0,1.0,1,1,3.0,184,1000,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1449,0,1.0,1,1,5.0,184,997,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1450,0,1.0,1,1,17.0,114,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1451,0,1.0,1,1,86.0,48,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1452,0,0.0,0,0,43.0,42,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1453,0,0.0,0,0,56.0,40,994,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1454,0,0.0,0,0,55.0,27,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1455,0,0.0,0,0,56.0,27,245,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1456,0,0.0,0,1,55.0,63,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1457,0,1.0,1,1,53.0,56,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1458,0,0.0,0,0,52.0,37,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1459,0,1.0,1,1,163.0,60,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1460,0,1.0,1,1,45.0,37,1000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1461,0,1.0,1,1,49.0,45,1000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1462,0,1.0,1,1,51.0,45,1000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1463,0,1.0,1,1,113.0,46,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1464,0,1.0,1,1,12.0,180,1000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1465,0,0.0,0,1,56.0,48,997,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1466,1,1.0,1,1,11.0,127,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1467,0,1.0,1,1,5.0,94,997,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1468,1,1.0,1,1,105.0,39,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1469,0,0.0,0,0,35.0,42,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1470,0,0.0,0,1,33.0,54,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1471,0,0.0,0,0,53.0,35,978,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1472,0,0.0,0,1,53.0,52,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1473,0,0.0,0,1,54.0,52,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1474,0,1.0,1,1,65.0,139,912,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1475,0,1.0,1,1,3.0,134,997,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1476,0,1.0,1,1,1.0,131,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1477,1,1.0,1,1,39.0,158,901,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1478,1,1.0,1,1,40.0,158,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1479,1,1.0,1,1,42.0,158,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1480,1,1.0,1,1,0.0,154,546,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1481,0,1.0,1,1,153.0,26,93,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1482,0,0.0,0,0,55.0,92,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1483,0,0.0,0,0,54.0,101,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1484,0,0.0,0,1,32.0,86,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1485,0,0.0,0,1,35.0,86,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1486,0,0.0,0,1,33.0,86,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1487,1,1.0,1,1,116.0,118,1000,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1488,1,1.0,1,1,14.0,60,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1489,0,0.0,0,1,34.0,173,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1490,0,0.0,0,1,35.0,173,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1491,0,1.0,1,1,63.0,35,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1492,1,0.0,0,0,33.0,259,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1493,1,1.0,1,1,1.0,188,1000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1494,0,1.0,1,1,65.0,48,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1495,0,1.0,1,1,103.0,46,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1496,0,1.0,1,1,105.0,46,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1497,0,1.0,1,1,106.0,46,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1498,0,0.0,0,0,52.0,55,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1499,0,0.0,0,1,56.0,74,997,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1500,0,0.0,0,1,53.0,87,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1501,0,0.0,0,1,56.0,87,997,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1502,0,0.0,0,1,52.0,75,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1503,1,1.0,1,1,3.0,189,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1504,1,1.0,1,1,4.0,189,536,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1505,0,1.0,1,1,9.0,156,997,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1506,0,0.0,0,0,53.0,28,271,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1507,0,0.0,0,0,52.0,41,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1508,0,0.0,0,0,53.0,41,832,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1509,0,1.0,1,1,2.0,40,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1510,0,1.0,1,1,102.0,36,1000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1511,0,1.0,1,1,56.0,72,997,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1512,1,1.0,1,1,66.0,45,16,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1513,0,0.0,0,0,53.0,46,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1514,0,1.0,1,1,115.0,40,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1515,0,0.0,0,1,32.0,31,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1516,0,0.0,0,1,55.0,31,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1517,0,0.0,0,1,25.0,126,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1518,0,1.0,1,1,62.0,34,431,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1519,0,1.0,1,1,73.0,34,915,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1520,0,1.0,1,1,85.0,28,1000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1521,0,0.0,0,0,56.0,46,997,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1522,0,1.0,1,1,113.0,42,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1523,0,0.0,0,1,53.0,16,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1524,0,0.0,0,1,55.0,16,983,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1525,0,0.0,0,1,54.0,26,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1526,1,0.0,0,1,54.0,52,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1527,0,0.0,0,1,53.0,58,1000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1528,0,0.0,0,1,55.0,58,1000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1529,0,0.0,0,1,55.0,60,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1530,1,0.0,0,0,34.0,62,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1531,0,0.0,0,0,32.0,184,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1532,0,0.0,0,0,34.0,184,747,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1533,0,0.0,0,0,42.0,83,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1534,0,0.0,0,0,32.0,27,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1535,0,0.0,0,0,52.0,57,748,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1536,0,0.0,0,0,34.0,34,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1537,0,0.0,0,1,55.0,125,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1538,1,0.0,0,1,53.0,55,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1539,0,1.0,1,1,26.0,196,1000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1540,0,0.0,0,0,32.0,85,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1541,0,0.0,0,0,36.0,85,997,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1542,0,0.0,0,0,55.0,123,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1543,0,0.0,0,0,54.0,49,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1544,0,0.0,0,0,34.0,107,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1545,0,0.0,0,0,36.0,107,997,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1546,0,0.0,0,0,32.0,101,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1547,0,0.0,0,0,33.0,101,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1548,0,0.0,0,0,33.0,83,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1549,0,0.0,0,0,34.0,86,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1550,0,0.0,0,0,32.0,83,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1551,0,0.0,0,0,34.0,83,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1552,0,0.0,0,0,35.0,28,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1553,0,0.0,0,0,33.0,142,367,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1554,0,1.0,1,1,48.0,91,457,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1555,0,0.0,0,0,33.0,84,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1556,0,0.0,0,0,36.0,187,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1557,0,0.0,0,0,32.0,57,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1558,0,0.0,0,0,53.0,89,728,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1559,0,0.0,0,0,34.0,84,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1560,0,0.0,0,0,36.0,93,997,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1561,0,0.0,0,0,32.0,238,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1562,0,0.0,0,0,32.0,46,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1563,0,0.0,0,0,34.0,46,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1564,0,0.0,0,0,32.0,89,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1565,0,0.0,0,1,32.0,31,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1566,0,0.0,0,0,33.0,68,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1567,0,0.0,0,0,53.0,45,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1568,0,1.0,1,1,45.0,120,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1569,0,0.0,0,0,33.0,78,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1570,0,0.0,0,0,35.0,78,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1571,0,0.0,0,0,35.0,75,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1572,0,0.0,0,0,32.0,128,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1573,0,0.0,0,0,55.0,58,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1574,0,0.0,0,0,52.0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1575,0,1.0,1,1,44.0,103,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1576,0,0.0,0,1,53.0,57,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1577,0,0.0,0,1,56.0,57,997,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1578,0,0.0,0,1,33.0,162,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1579,0,0.0,0,1,34.0,162,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1580,0,0.0,0,0,34.0,80,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1581,0,0.0,0,0,36.0,80,997,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1582,0,0.0,0,0,35.0,87,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1583,0,0.0,0,0,34.0,81,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1584,0,0.0,0,1,34.0,89,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1585,1,0.0,0,1,35.0,72,958,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1586,1,0.0,0,0,33.0,91,328,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1587,0,0.0,0,1,24.0,91,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1588,0,0.0,0,1,26.0,91,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1589,0,0.0,0,0,34.0,88,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1590,0,1.0,1,1,38.0,116,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1591,0,1.0,1,1,39.0,116,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1592,0,0.0,0,1,53.0,50,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1593,0,1.0,1,1,2.0,57,254,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1594,0,0.0,0,0,33.0,75,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1595,0,0.0,0,0,35.0,75,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1596,0,0.0,0,0,52.0,34,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1597,0,0.0,0,0,54.0,34,832,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1598,0,0.0,0,0,34.0,86,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1599,0,0.0,0,0,35.0,86,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1600,0,0.0,0,0,33.0,70,161,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1601,0,1.0,1,1,34.0,109,495,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1602,0,1.0,1,1,26.0,72,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1603,0,1.0,1,1,36.0,58,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1604,0,0.0,0,0,34.0,70,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1605,0,0.0,0,0,35.0,76,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1606,0,0.0,0,0,35.0,84,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1607,0,0.0,0,1,32.0,69,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1608,0,0.0,0,1,32.0,208,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1609,0,1.0,1,1,87.0,20,1000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1610,0,1.0,1,1,165.0,41,1000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1611,0,0.0,0,0,52.0,82,868,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1612,0,0.0,0,1,53.0,46,1000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1613,0,1.0,1,1,32.0,60,1000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1614,0,1.0,1,1,54.0,46,1000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1615,0,1.0,1,1,55.0,46,1000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1616,0,0.0,0,0,43.0,137,1000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1617,0,0.0,0,0,32.0,62,1000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1618,0,1.0,1,1,46.0,81,997,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1619,0,1.0,1,1,35.0,73,1000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1620,0,0.0,0,0,33.0,73,495,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1621,0,1.0,1,1,33.0,89,1000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1622,0,1.0,1,1,37.0,79,997,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1623,0,1.0,1,1,24.0,49,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1624,0,0.0,0,1,55.0,50,1000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1625,0,0.0,0,1,54.0,44,1000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1626,0,0.0,0,1,32.0,91,1000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1627,0,0.0,0,1,56.0,126,997,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1628,0,1.0,1,1,59.0,57,1000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1629,0,1.0,1,1,3.0,74,1000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1630,0,1.0,1,1,10.0,124,1000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1631,0,1.0,1,1,9.0,104,1000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1632,0,1.0,1,1,10.0,104,1000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1633,0,1.0,1,1,113.0,46,1000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1634,0,1.0,1,1,115.0,46,986,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1635,1,1.0,1,1,35.0,122,1000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1636,1,1.0,1,1,36.0,122,1000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1637,0,1.0,1,1,4.0,100,1000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
